Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
2091,Guadeloupe,France,16.25,-61.5833,2020-02-23,0
2092,,North Macedonia,41.6086,21.7453,2020-02-27,1
2093,,Chile,-35.6751,-71.543,2020-02-18,0
2094,,Central African Republic,6.6111,20.9394,2020-03-10,0
2095,,Greenland,71.7069,-42.6043,2020-03-22,0
2096,,Philippines,13.0,122.0,2020-02-09,3
2097,Arizona,US,33.7298,-111.4312,2020-03-18,27
2098,,Algeria,28.0339,1.6596,2020-02-20,0
2099,,Bahrain,26.0275,50.55,2020-03-05,55
2100,Hebei,China,39.549,116.1306,2020-03-14,318
2101,Chongqing,China,30.0572,107.874,2020-02-13,529
2102,,French Guiana,3.9339,-53.1258,2020-03-19,0
2103,Guadeloupe,France,16.25,-61.5833,2020-03-09,0
2104,,Trinidad and Tobago,10.6918,-61.2225,2020-02-10,0
2105,Minnesota,US,45.6945,-93.9002,2020-02-24,0
2106,Jiangxi,China,27.614,115.7221,2020-03-09,935
2107,,Ecuador,-1.8312,-78.1834,2020-01-26,0
2108,New Jersey,US,40.2989,-74.521,2020-02-13,0
2109,,Kuwait,29.5,47.75,2020-02-21,0
2110,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-21,0
2111,New Jersey,US,40.2989,-74.521,2020-02-16,0
2112,,"Korea, South",36.0,128.0,2020-03-22,8897
2113,Ohio,US,40.3888,-82.7649,2020-02-19,0
2114,Texas,US,31.0545,-97.5635,2020-02-27,0
2115,Liaoning,China,41.2956,122.6085,2020-02-20,121
2116,Florida,US,27.7663,-81.6868,2020-03-12,35
2117,Colorado,US,39.0598,-105.3111,2020-02-02,0
2118,,Bhutan,27.5142,90.4336,2020-02-10,0
2119,Guam,US,13.4443,144.7937,2020-03-10,0
2120,,Guatemala,15.7835,-90.2308,2020-02-16,0
2121,Aruba,Netherlands,12.5186,-70.0358,2020-03-16,2
2122,Colorado,US,39.0598,-105.3111,2020-01-28,0
2123,,Japan,36.0,138.0,2020-02-13,28
2124,Tianjin,China,39.3054,117.323,2020-03-11,136
2125,,Morocco,31.7917,-7.0926,2020-03-04,1
2126,,Ecuador,-1.8312,-78.1834,2020-02-20,0
2127,North Dakota,US,47.5289,-99.784,2020-03-01,0
2128,,Brazil,-14.235,-51.9253,2020-03-20,793
2129,Missouri,US,38.4561,-92.2884,2020-02-26,0
2130,Sichuan,China,30.6171,102.7103,2020-03-19,540
2131,,Guatemala,15.7835,-90.2308,2020-03-11,0
2132,,Egypt,26.0,30.0,2020-02-02,0
2133,,Cyprus,35.1264,33.4299,2020-03-05,0
2134,Hebei,China,39.549,116.1306,2020-02-10,218
2135,New Brunswick,Canada,46.5653,-66.4619,2020-02-25,0
2136,Guangdong,China,23.3417,113.4244,2020-01-24,53
2137,,Ghana,7.9465,-1.0232,2020-02-01,0
2138,,Togo,8.6195,0.8248,2020-03-11,1
2139,,Japan,36.0,138.0,2020-01-27,4
2140,,Russia,60.0,90.0,2020-03-22,367
2141,,Azerbaijan,40.1431,47.5769,2020-02-18,0
2142,Tianjin,China,39.3054,117.323,2020-02-03,60
2143,Grand Princess,Canada,37.6489,-122.6655,2020-01-23,0
2144,,New Zealand,-40.9006,174.886,2020-02-19,0
2145,French Guiana,France,3.9339,-53.1258,2020-03-04,0
2146,Western Australia,Australia,-31.9505,115.8605,2020-02-07,0
2147,,Belgium,50.8333,4.0,2020-03-04,23
2148,,Romania,45.9432,24.9668,2020-03-04,4
2149,Ontario,Canada,51.2538,-85.3232,2020-03-09,34
2150,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-01,0
2151,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-22,0
2152,St Martin,France,18.0708,-63.0501,2020-03-16,2
2153,,Mongolia,46.8625,103.8467,2020-03-19,6
2154,,Argentina,-38.4161,-63.6167,2020-01-28,0
2155,,Gabon,-0.8037,11.6094,2020-02-27,0
2156,Arkansas,US,34.9697,-92.3731,2020-02-06,0
2157,,Dominican Republic,18.7357,-70.1627,2020-02-24,0
2158,,Japan,36.0,138.0,2020-02-19,84
2159,,Argentina,-38.4161,-63.6167,2020-01-27,0
2160,,Luxembourg,49.8153,6.1296,2020-02-17,0
2161,,Qatar,25.3548,51.1839,2020-02-28,0
2162,,San Marino,43.9424,12.4578,2020-03-17,109
2163,Texas,US,31.0545,-97.5635,2020-02-28,0
2164,Illinois,US,40.3495,-88.9861,2020-03-07,0
2165,,Thailand,15.0,101.0,2020-03-11,59
2166,US,US,37.0902,-95.7129,2020-01-30,0
2167,,Panama,8.538,-80.7821,2020-02-21,0
2168,Oklahoma,US,35.5653,-96.9289,2020-02-27,0
2169,Shandong,China,36.3427,118.1498,2020-02-09,444
2170,,Philippines,13.0,122.0,2020-03-09,20
2171,,Puerto Rico,18.2,-66.5,2020-03-16,0
2172,Ontario,Canada,51.2538,-85.3232,2020-02-03,3
2173,,Norway,60.472,8.4689,2020-02-16,0
2174,Shaanxi,China,35.1917,108.8701,2020-03-17,246
2175,,Andorra,42.5063,1.5218,2020-03-11,1
2176,,Ireland,53.1424,-7.6921,2020-01-28,0
2177,,Ecuador,-1.8312,-78.1834,2020-03-06,13
2178,Kentucky,US,37.6681,-84.6701,2020-02-20,0
2179,Texas,US,31.0545,-97.5635,2020-02-11,0
2180,North Carolina,US,35.6301,-79.8064,2020-01-24,0
2181,Reunion,France,-21.1351,55.2471,2020-03-08,0
2182,Jiangsu,China,32.9711,119.455,2020-03-20,631
2183,,Djibouti,11.8251,42.5903,2020-03-03,0
2184,,Mauritius,-20.2,57.5,2020-01-23,0
2185,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-13,1
2186,Ontario,Canada,51.2538,-85.3232,2020-03-01,15
2187,,Iceland,64.9631,-19.0208,2020-03-15,171
2188,California,US,36.1162,-119.6816,2020-02-21,0
2189,,Guatemala,15.7835,-90.2308,2020-02-23,0
2190,Oklahoma,US,35.5653,-96.9289,2020-02-07,0
2191,,Gabon,-0.8037,11.6094,2020-01-23,0
2192,Chongqing,China,30.0572,107.874,2020-01-26,75
2193,Minnesota,US,45.6945,-93.9002,2020-03-03,0
2194,,Eswatini,-26.5225,31.4659,2020-02-12,0
2195,Jiangxi,China,27.614,115.7221,2020-03-08,935
2196,Hebei,China,39.549,116.1306,2020-01-27,18
2197,,Guadeloupe,16.265,-61.551,2020-02-18,0
2198,,Ukraine,48.3794,31.1656,2020-02-15,0
2199,,Cuba,22.0,-80.0,2020-02-10,0
2200,,Togo,8.6195,0.8248,2020-02-03,0
2201,,Oman,21.0,57.0,2020-02-21,0
2202,Jiangxi,China,27.614,115.7221,2020-01-26,36
2203,Nebraska,US,41.1254,-98.2681,2020-02-22,0
2204,Texas,US,31.0545,-97.5635,2020-02-22,0
2205,,Belgium,50.8333,4.0,2020-01-29,0
2206,Idaho,US,44.2405,-114.4788,2020-03-22,42
2207,,Kazakhstan,48.0196,66.9237,2020-01-23,0
2208,,French Guiana,3.9339,-53.1258,2020-01-31,0
2209,,Lebanon,33.8547,35.8623,2020-02-14,0
2210,Michigan,US,43.3266,-84.5361,2020-01-31,0
2211,,Slovakia,48.669,19.699,2020-03-02,0
2212,,Japan,36.0,138.0,2020-01-23,1
2213,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-05,0
2214,Hunan,China,27.6104,111.7088,2020-02-27,1017
2215,,Mexico,23.6345,-102.5528,2020-01-28,0
2216,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-10,8
2217,Jiangxi,China,27.614,115.7221,2020-02-28,935
2218,,Nepal,28.1667,84.25,2020-02-16,1
2219,,Finland,64.0,26.0,2020-02-14,1
2220,,Bulgaria,42.7339,25.4858,2020-02-07,0
2221,,Greenland,71.7069,-42.6043,2020-02-02,0
2222,,Djibouti,11.8251,42.5903,2020-03-20,1
2223,,South Africa,-30.5595,22.9375,2020-01-23,0
2224,Saint Barthelemy,France,17.9,-62.8333,2020-02-01,0
2225,Saint Barthelemy,France,17.9,-62.8333,2020-03-13,1
2226,Alaska,US,61.3707,-152.4044,2020-03-01,0
2227,,Czechia,49.8175,15.473,2020-03-15,0
2228,,Namibia,-22.9576,18.4904,2020-02-03,0
2229,Inner Mongolia,China,44.0935,113.9448,2020-03-09,75
2230,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0
2231,Guam,US,13.4443,144.7937,2020-02-29,0
2232,Shandong,China,36.3427,118.1498,2020-02-07,386
2233,British Columbia,Canada,49.2827,-123.1207,2020-02-25,7
2234,,Lithuania,55.1694,23.8813,2020-02-04,0
2235,,Uruguay,-32.5228,-55.7658,2020-03-06,0
2236,,Bangladesh,23.685,90.3563,2020-03-04,0
2237,Yunnan,China,24.974,101.487,2020-03-12,0
2238,,"Korea, South",36.0,128.0,2020-02-19,31
2239,Netherlands,Netherlands,52.1326,5.2913,2020-03-06,128
2240,,Montenegro,42.5,19.3,2020-01-29,0
2241,Michigan,US,43.3266,-84.5361,2020-02-28,0
2242,,Burkina Faso,12.2383,-1.5616,2020-02-13,0
2243,Chongqing,China,30.0572,107.874,2020-03-07,576
2244,,Suriname,3.9193,-56.0278,2020-03-18,1
2245,,Malaysia,2.5,112.5,2020-03-11,149
2246,,Ethiopia,9.145,40.4897,2020-03-16,5
2247,,Dominican Republic,18.7357,-70.1627,2020-03-03,1
2248,,India,21.0,78.0,2020-01-28,0
2249,Nova Scotia,Canada,44.682,-63.7443,2020-01-26,0
2250,New South Wales,Australia,-33.8688,151.2093,2020-02-20,4
2251,Grand Princess,Canada,37.6489,-122.6655,2020-01-22,0
2252,,Republic of the Congo,-1.44,15.556,2020-02-08,0
2253,,Zambia,-15.4167,28.2833,2020-02-26,0
2254,South Dakota,US,44.2998,-99.4388,2020-01-31,0
2255,Victoria,Australia,-37.8136,144.9631,2020-01-26,1
2256,,Colombia,4.5709,-74.2973,2020-02-08,0
2257,,Slovakia,48.669,19.699,2020-02-23,0
2258,,Venezuela,6.4238,-66.5897,2020-01-31,0
2259,,Dominican Republic,18.7357,-70.1627,2020-02-13,0
2260,New Brunswick,Canada,46.5653,-66.4619,2020-02-26,0
2261,,Latvia,56.8796,24.6032,2020-02-03,0
2262,Virgin Islands,US,18.3358,-64.8963,2020-01-31,0
2263,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-30,0
2264,Macau,China,22.1667,113.55,2020-03-13,10
2265,,Serbia,44.0165,21.0059,2020-01-28,0
2266,,Equatorial Guinea,1.5,10.0,2020-02-13,0
2267,Virgin Islands,US,18.3358,-64.8963,2020-03-10,0
2268,,Malta,35.9375,14.3754,2020-02-23,0
2269,,Egypt,26.0,30.0,2020-02-06,0
2270,Guangxi,China,23.8298,108.7881,2020-01-29,58
2271,Tasmania,Australia,-41.4545,145.9707,2020-02-12,0
2272,,Iran,32.0,53.0,2020-02-02,0
2273,Ningxia,China,37.2692,106.1655,2020-03-06,75
2274,,The Bahamas,24.25,-76.0,2020-03-06,0
2275,,Romania,45.9432,24.9668,2020-02-26,1
2276,,Slovenia,46.1512,14.9955,2020-03-12,89
2277,Ningxia,China,37.2692,106.1655,2020-02-02,28
2278,,Brunei,4.5353,114.7277,2020-01-30,0
2279,Manitoba,Canada,53.7609,-98.8139,2020-03-22,19
2280,Vermont,US,44.0459,-72.7107,2020-02-21,0
2281,,Egypt,26.0,30.0,2020-02-14,1
2282,,Singapore,1.2833,103.8333,2020-03-03,110
2283,United States Virgin Islands,US,18.35,-64.933,2020-02-27,0
2284,,Spain,40.0,-4.0,2020-02-12,2
2285,Tibet,China,31.6927,88.0924,2020-03-14,1
2286,,Maldives,3.2028,73.2207,2020-02-18,0
2287,Hawaii,US,21.0943,-157.4983,2020-03-04,0
2288,,Ethiopia,9.145,40.4897,2020-02-28,0
2289,Virginia,US,37.7693,-78.17,2020-02-17,0
2290,,Bolivia,-16.2902,-63.5887,2020-03-06,0
2291,,Bulgaria,42.7339,25.4858,2020-02-25,0
2292,Hunan,China,27.6104,111.7088,2020-02-08,803
2293,French Polynesia,France,-17.6797,149.4068,2020-02-03,0
2294,,Congo (Kinshasa),-4.0383,21.7587,2020-02-23,0
2295,,Djibouti,11.8251,42.5903,2020-03-09,0
2296,,"Gambia, The",13.4432,-15.3101,2020-03-05,0
2297,South Dakota,US,44.2998,-99.4388,2020-02-11,0
2298,French Polynesia,France,-17.6797,149.4068,2020-03-13,3
2299,,Poland,51.9194,19.1451,2020-02-05,0
2300,Washington,US,47.4009,-121.4905,2020-03-02,0
2301,,Cambodia,11.55,104.9167,2020-03-10,2
2302,Qinghai,China,35.7452,95.9956,2020-03-15,18
2303,Wyoming,US,42.756,-107.3025,2020-03-19,18
2304,Reunion,France,-21.1351,55.2471,2020-03-09,0
2305,,Montenegro,42.5,19.3,2020-02-13,0
2306,,The Gambia,13.4667,-16.6,2020-02-08,0
2307,Pennsylvania,US,40.5908,-77.2098,2020-02-28,0
2308,Virginia,US,37.7693,-78.17,2020-01-28,0
2309,,Dominican Republic,18.7357,-70.1627,2020-03-10,5
2310,,Maldives,3.2028,73.2207,2020-02-29,0
2311,,United Arab Emirates,24.0,54.0,2020-03-18,113
2312,,Barbados,13.1939,-59.5432,2020-03-07,0
2313,Ohio,US,40.3888,-82.7649,2020-01-22,0
2314,,Switzerland,46.8182,8.2275,2020-02-26,1
2315,,Mexico,23.6345,-102.5528,2020-03-12,12
2316,,Turkey,38.9637,35.2433,2020-03-16,18
2317,,Equatorial Guinea,1.5,10.0,2020-02-22,0
2318,Wyoming,US,42.756,-107.3025,2020-03-18,15
2319,Hainan,China,19.1959,109.7453,2020-02-19,168
2320,,Cuba,22.0,-80.0,2020-02-02,0
2321,Oklahoma,US,35.5653,-96.9289,2020-02-26,0
2322,Curacao,Netherlands,12.1696,-68.99,2020-03-11,0
2323,,Norway,60.472,8.4689,2020-02-01,0
2324,Mayotte,France,-12.8275,45.1662,2020-02-10,0
2325,,Estonia,58.5953,25.0136,2020-03-16,205
2326,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-16,1
2327,Indiana,US,39.8494,-86.2583,2020-02-16,0
2328,Missouri,US,38.4561,-92.2884,2020-03-11,1
2329,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-18,0
2330,,Mayotte,-12.8275,45.1662,2020-02-29,0
2331,Iowa,US,42.0115,-93.2105,2020-01-31,0
2332,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-01,0
2333,Grand Princess,Canada,37.6489,-122.6655,2020-02-22,0
2334,,India,21.0,78.0,2020-03-18,156
2335,,South Africa,-30.5595,22.9375,2020-02-12,0
2336,Nebraska,US,41.1254,-98.2681,2020-03-11,5
2337,French Polynesia,France,-17.6797,149.4068,2020-03-19,6
2338,,Malta,35.9375,14.3754,2020-02-08,0
2339,,Iceland,64.9631,-19.0208,2020-02-03,0
2340,Zhejiang,China,29.1832,120.0934,2020-02-25,1205
2341,United States Virgin Islands,US,18.35,-64.933,2020-02-08,0
2342,,French Guiana,3.9339,-53.1258,2020-03-12,0
2343,,Montenegro,42.5,19.3,2020-02-28,0
2344,,Tunisia,34.0,9.0,2020-01-25,0
2345,,Namibia,-22.9576,18.4904,2020-02-21,0
2346,Colorado,US,39.0598,-105.3111,2020-02-21,0
2347,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-13,0
2348,,Uruguay,-32.5228,-55.7658,2020-02-10,0
2349,US,US,37.0902,-95.7129,2020-02-05,0
2350,New Brunswick,Canada,46.5653,-66.4619,2020-02-21,0
2351,,Cote d'Ivoire,7.54,-5.5471,2020-03-14,1
2352,,Estonia,58.5953,25.0136,2020-02-01,0
2353,,Austria,47.5162,14.5501,2020-02-11,0
2354,,Suriname,3.9193,-56.0278,2020-01-22,0
2355,California,US,36.1162,-119.6816,2020-03-17,698
2356,Jiangxi,China,27.614,115.7221,2020-02-26,934
2357,,Bhutan,27.5142,90.4336,2020-01-27,0
2358,,India,21.0,78.0,2020-02-22,3
2359,French Guiana,France,3.9339,-53.1258,2020-01-29,0
2360,North Carolina,US,35.6301,-79.8064,2020-03-08,0
2361,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-13,1
2362,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-01-26,0
2363,South Carolina,US,33.8569,-80.945,2020-03-22,196
2364,Saint Barthelemy,France,17.9,-62.8333,2020-01-24,0
2365,Guangxi,China,23.8298,108.7881,2020-02-17,238
2366,,Greece,39.0742,21.8243,2020-02-12,0
2367,France,France,46.2276,2.2137,2020-02-17,12
2368,French Polynesia,France,-17.6797,149.4068,2020-02-19,0
2369,,Mauritania,21.0079,10.9408,2020-03-19,2
2370,,Maldives,3.2028,73.2207,2020-02-07,0
2371,,Puerto Rico,18.2,-66.5,2020-02-26,0
2372,,Barbados,13.1939,-59.5432,2020-02-25,0
2373,Jilin,China,43.6661,126.1923,2020-02-07,65
2374,Ontario,Canada,51.2538,-85.3232,2020-02-15,3
2375,,Brunei,4.5353,114.7277,2020-02-23,0
2376,Guam,US,13.4443,144.7937,2020-02-04,0
2377,,"Korea, South",36.0,128.0,2020-02-06,23
2378,,Sweden,63.0,16.0,2020-03-08,203
2379,,Israel,31.0,35.0,2020-02-14,0
2380,,Djibouti,11.8251,42.5903,2020-02-05,0
2381,,Panama,8.538,-80.7821,2020-02-22,0
2382,New Mexico,US,34.8405,-106.2485,2020-02-09,0
2383,,Iran,32.0,53.0,2020-02-23,43
2384,South Dakota,US,44.2998,-99.4388,2020-02-29,0
2385,,Oman,21.0,57.0,2020-03-19,48
2386,,French Guiana,3.9339,-53.1258,2020-02-09,0
2387,,Ireland,53.1424,-7.6921,2020-02-24,0
2388,,Greece,39.0742,21.8243,2020-03-16,331
2389,,Belgium,50.8333,4.0,2020-01-25,0
2390,,Ecuador,-1.8312,-78.1834,2020-03-12,17
2391,New Jersey,US,40.2989,-74.521,2020-01-28,0
2392,Kansas,US,38.5266,-96.7265,2020-03-01,0
2393,Curacao,Netherlands,12.1696,-68.99,2020-03-08,0
2394,Maryland,US,39.0639,-76.8021,2020-02-15,0
2395,,Belgium,50.8333,4.0,2020-02-10,1
2396,Curacao,Netherlands,12.1696,-68.99,2020-02-07,0
2397,,Saint Lucia,13.9094,-60.9789,2020-02-22,0
2398,,Guyana,5.0,-58.75,2020-02-16,0
2399,,Togo,8.6195,0.8248,2020-02-11,0
2400,Jiangxi,China,27.614,115.7221,2020-02-12,844
2401,From Diamond Princess,Australia,35.4437,139.638,2020-02-03,0
2402,,The Gambia,13.4667,-16.6,2020-03-10,0
2403,,Congo (Brazzaville),-4.0383,21.7587,2020-01-23,0
2404,Arkansas,US,34.9697,-92.3731,2020-02-14,0
2405,,Ghana,7.9465,-1.0232,2020-02-27,0
2406,,Ecuador,-1.8312,-78.1834,2020-02-08,0
2407,,Congo (Kinshasa),-4.0383,21.7587,2020-03-03,0
2408,Georgia,US,33.0406,-83.6431,2020-01-28,0
2409,Tennessee,US,35.7478,-86.6923,2020-02-04,0
2410,,Mexico,23.6345,-102.5528,2020-01-24,0
2411,Netherlands,Netherlands,52.1326,5.2913,2020-03-05,82
2412,Denmark,Denmark,56.2639,9.5018,2020-02-15,0
2413,Qinghai,China,35.7452,95.9956,2020-02-16,18
2414,,Chile,-35.6751,-71.543,2020-02-05,0
2415,,Cyprus,35.1264,33.4299,2020-02-10,0
2416,South Australia,Australia,-34.9285,138.6007,2020-02-19,2
2417,,Bangladesh,23.685,90.3563,2020-02-02,0
2418,Queensland,Australia,-28.0167,153.4,2020-02-24,5
2419,,Sri Lanka,7.0,81.0,2020-03-17,44
2420,,Portugal,39.3999,-8.2245,2020-02-08,0
2421,Saint Barthelemy,France,17.9,-62.8333,2020-03-01,0
2422,Alaska,US,61.3707,-152.4044,2020-03-16,1
2423,,Cyprus,35.1264,33.4299,2020-03-19,67
2424,Diamond Princess,US,35.4437,139.638,2020-02-28,44
2425,,Morocco,31.7917,-7.0926,2020-03-08,2
2426,Jiangxi,China,27.614,115.7221,2020-02-01,286
2427,,Nigeria,9.082,8.6753,2020-03-21,22
2428,Washington,US,47.4009,-121.4905,2020-02-12,0
2429,,Monaco,43.7333,7.4167,2020-01-26,0
2430,,Slovakia,48.669,19.699,2020-02-05,0
2431,,Ethiopia,9.145,40.4897,2020-03-09,0
2432,Alaska,US,61.3707,-152.4044,2020-03-22,21
2433,,Togo,8.6195,0.8248,2020-02-27,0
2434,,Equatorial Guinea,1.5,10.0,2020-03-05,0
2435,,Reunion,-21.1151,55.5364,2020-02-20,0
2436,,Russia,60.0,90.0,2020-03-01,2
2437,,Bangladesh,23.685,90.3563,2020-02-22,0
2438,Chongqing,China,30.0572,107.874,2020-03-08,576
2439,,Uruguay,-32.5228,-55.7658,2020-02-08,0
2440,,Guinea,9.9456,-9.6966,2020-02-03,0
2441,,Montenegro,42.5,19.3,2020-02-12,0
2442,,San Marino,43.9424,12.4578,2020-03-05,21
2443,Macau,China,22.1667,113.55,2020-01-30,7
2444,,Kenya,-0.0236,37.9062,2020-02-07,0
2445,Fujian,China,26.0789,117.9874,2020-02-02,159
2446,Arkansas,US,34.9697,-92.3731,2020-03-17,22
2447,,Maldives,3.2028,73.2207,2020-03-11,8
2448,From Diamond Princess,Australia,35.4437,139.638,2020-01-31,0
2449,Manitoba,Canada,53.7609,-98.8139,2020-02-16,0
2450,,Italy,43.0,12.0,2020-01-30,0
2451,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-21,10
2452,Mississippi,US,32.7416,-89.6787,2020-03-11,0
2453,Hong Kong,China,22.3,114.2,2020-02-23,74
2454,Anhui,China,31.8257,117.2264,2020-03-15,990
2455,,Finland,64.0,26.0,2020-01-26,0
2456,Ontario,Canada,51.2538,-85.3232,2020-02-08,3
2457,,Panama,8.538,-80.7821,2020-02-03,0
2458,,Estonia,58.5953,25.0136,2020-03-06,10
2459,Netherlands,Netherlands,52.1326,5.2913,2020-03-15,1135
2460,Nebraska,US,41.1254,-98.2681,2020-01-25,0
2461,,Nepal,28.1667,84.25,2020-03-04,1
2462,From Diamond Princess,Australia,35.4437,139.638,2020-02-24,7
2463,,Afghanistan,33.0,65.0,2020-01-27,0
2464,,Serbia,44.0165,21.0059,2020-02-08,0
2465,,Reunion,-21.1151,55.5364,2020-03-17,0
2466,Wisconsin,US,44.2685,-89.6165,2020-01-26,0
2467,,Venezuela,6.4238,-66.5897,2020-01-24,0
2468,District of Columbia,US,38.8974,-77.0268,2020-02-17,0
2469,New Brunswick,Canada,46.5653,-66.4619,2020-03-19,11
2470,,Ireland,53.1424,-7.6921,2020-02-13,0
2471,Minnesota,US,45.6945,-93.9002,2020-02-11,0
2472,Tennessee,US,35.7478,-86.6923,2020-02-29,0
2473,,Benin,9.3077,2.3158,2020-02-03,0
2474,,Djibouti,11.8251,42.5903,2020-02-06,0
2475,,Paraguay,-23.4425,-58.4438,2020-02-03,0
2476,,Norway,60.472,8.4689,2020-02-03,0
2477,Guam,US,13.4443,144.7937,2020-03-12,0
2478,Guangxi,China,23.8298,108.7881,2020-03-02,252
2479,,Guadeloupe,16.265,-61.551,2020-03-12,0
2480,Mississippi,US,32.7416,-89.6787,2020-01-27,0
2481,Connecticut,US,41.5978,-72.7554,2020-02-26,0
2482,French Guiana,France,3.9339,-53.1258,2020-03-16,11
2483,,The Gambia,13.4667,-16.6,2020-02-12,0
2484,Qinghai,China,35.7452,95.9956,2020-03-03,18
2485,Northern Territory,Australia,-12.4634,130.8456,2020-02-14,0
2486,Shaanxi,China,35.1917,108.8701,2020-03-16,245
2487,,Greenland,71.7069,-42.6043,2020-03-01,0
2488,Minnesota,US,45.6945,-93.9002,2020-01-31,0
2489,,Moldova,47.4116,28.3699,2020-01-29,0
2490,South Dakota,US,44.2998,-99.4388,2020-02-13,0
2491,,Spain,40.0,-4.0,2020-02-08,1
2492,New Hampshire,US,43.4525,-71.5639,2020-02-14,0
2493,Puerto Rico,US,18.2208,-66.5901,2020-01-22,0
2494,St Martin,France,18.0708,-63.0501,2020-03-08,0
2495,,Croatia,45.1,15.2,2020-02-10,0
2496,,Sri Lanka,7.0,81.0,2020-02-16,1
2497,District of Columbia,US,38.8974,-77.0268,2020-02-10,0
2498,Gansu,China,37.8099,101.0583,2020-01-24,2
2499,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-19,0
2500,,Maldives,3.2028,73.2207,2020-02-24,0
2501,,South Africa,-30.5595,22.9375,2020-02-01,0
2502,,Bolivia,-16.2902,-63.5887,2020-03-12,2
2503,,Republic of the Congo,-1.44,15.556,2020-02-28,0
2504,,Germany,51.0,9.0,2020-01-29,4
2505,Nova Scotia,Canada,44.682,-63.7443,2020-02-18,0
2506,,Zambia,-15.4167,28.2833,2020-03-22,3
2507,,Bangladesh,23.685,90.3563,2020-03-02,0
2508,Shandong,China,36.3427,118.1498,2020-02-06,347
2509,,Argentina,-38.4161,-63.6167,2020-02-24,0
2510,,"Korea, South",36.0,128.0,2020-02-13,28
2511,Reunion,France,-21.1351,55.2471,2020-03-05,0
2512,,Kuwait,29.5,47.75,2020-03-14,104
2513,,Finland,64.0,26.0,2020-02-26,2
2514,Gansu,China,37.8099,101.0583,2020-01-25,4
2515,,Cameroon,3.848,11.5021,2020-02-16,0
2516,Alaska,US,61.3707,-152.4044,2020-02-26,0
2517,,Togo,8.6195,0.8248,2020-02-12,0
2518,Jiangsu,China,32.9711,119.455,2020-02-11,515
2519,Netherlands,Netherlands,52.1326,5.2913,2020-03-08,265
2520,,Jersey,49.19,-2.11,2020-03-03,0
2521,,Mongolia,46.8625,103.8467,2020-01-24,0
2522,,Brazil,-14.235,-51.9253,2020-03-08,20
2523,Puerto Rico,US,18.2208,-66.5901,2020-03-03,0
2524,New South Wales,Australia,-33.8688,151.2093,2020-03-19,307
2525,Puerto Rico,US,18.2208,-66.5901,2020-03-09,0
2526,,Montenegro,42.5,19.3,2020-02-22,0
2527,,Honduras,15.2,-86.2419,2020-01-27,0
2528,Inner Mongolia,China,44.0935,113.9448,2020-03-06,75
2529,,Reunion,-21.1151,55.5364,2020-03-08,0
2530,Guangxi,China,23.8298,108.7881,2020-01-28,51
2531,,Congo (Brazzaville),-4.0383,21.7587,2020-03-10,0
2532,,Thailand,15.0,101.0,2020-03-14,82
2533,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-24,0
2534,,Ukraine,48.3794,31.1656,2020-03-05,1
2535,,Georgia,42.3154,43.3569,2020-02-19,0
2536,,Portugal,39.3999,-8.2245,2020-02-05,0
2537,,Guinea,9.9456,-9.6966,2020-03-20,1
2538,,Austria,47.5162,14.5501,2020-01-22,0
2539,,Luxembourg,49.8153,6.1296,2020-03-20,484
2540,Anhui,China,31.8257,117.2264,2020-01-25,39
2541,,Armenia,40.0691,45.0382,2020-03-17,78
2542,,Mauritania,21.0079,10.9408,2020-02-18,0
2543,,Jamaica,18.1096,-77.2975,2020-03-12,2
2544,,Seychelles,-4.6796,55.492,2020-02-24,0
2545,Kentucky,US,37.6681,-84.6701,2020-02-13,0
2546,,Cote d'Ivoire,7.54,-5.5471,2020-03-18,6
2547,Saint Barthelemy,France,17.9,-62.8333,2020-02-02,0
2548,,Jordan,31.24,36.51,2020-02-24,0
2549,Alberta,Canada,53.9333,-116.5765,2020-02-01,0
2550,Guam,US,13.4443,144.7937,2020-03-09,0
2551,,Montenegro,42.5,19.3,2020-02-11,0
2552,,Cameroon,3.848,11.5021,2020-02-03,0
2553,,Azerbaijan,40.1431,47.5769,2020-01-28,0
2554,,San Marino,43.9424,12.4578,2020-02-18,0
